date,tx_pos,tx_incid,TO,R,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf,conf_j1,pos,esms_dc,dc_tot,pos_7j,cv_dose1,esms_cas
2020-03-18,,,0.152431791221827,,771,2972,816,218,,,,,,,,,,,,
2020-03-19,,,0.221826809015421,,1002,4073,1180,327,438,2229,519,155,,,,,,,,
2020-03-20,,,0.256425464610518,,1297,5226,1587,450,242,1256,317,83,,,,,,,,
2020-03-21,,,0.301502570185844,,1453,5900,1811,525,298,1540,368,115,,,,,,,,
2020-03-22,,,0.345195729537367,,1674,6954,2117,632,309,1534,315,124,,,,,,,,
2020-03-23,,,0.411229735073151,,2080,8673,2567,860,448,2053,377,189,,,,,,,,
2020-03-24,,,0.494859628311586,,2503,10163,3281,1100,571,2618,743,244,,,,,,,,
2020-03-25,,,0.580268880980625,,2935,12072,4085,1388,607,3166,834,293,,,,,,,,
2020-03-26,,,0.662514827995255,,3351,13879,4947,1696,612,3097,888,318,,,,,,,,
2020-03-27,,,0.74298141557928,,3758,15701,5698,1995,608,3059,814,307,32964,,,,,,,
2020-03-28,,,0.837485172004745,,4236,17580,6624,2314,695,3353,969,326,37575,4611,,,,,,
2020-03-29,,,0.907868722815342,,4592,19311,7131,2606,543,2685,543,295,40174,2599,,,,,,
2020-03-30,,,0.999604586793199,,5056,20946,7923,3024,694,3108,861,423,44550,4376,,,,,,
2020-03-31,,,1.08659549228944,,5496,22672,9443,3523,767,4146,1589,526,52128,7578,,,,,,
2020-04-01,,,1.17437722419929,,5940,24543,10934,4032,771,4281,1647,516,56989,4861,,,,,,
2020-04-02,,,1.24654013444049,,6305,26131,12427,4503,728,3845,1577,524,59105,2116,,,,,,
2020-04-03,,,1.29616449189403,,6556,27302,14007,5091,640,3627,1655,606,64338,5233,,1416,6507,,,
2020-04-04,,,1.32918149466192,,6723,28003,15437,5532,502,2822,1495,448,68605,4267,,2028,7560,,,
2020-04-05,,,1.3560695927244,,6859,28747,16182,5889,390,1931,773,361,70478,1873,,2189,8078,,,
2020-04-06,,,1.37366548042705,,6948,29569,17249,6494,478,2754,1133,613,74390,3912,,2417,8911,,,
2020-04-07,,,1.38473705021748,,7004,29871,19336,7091,518,3277,2161,607,78167,3777,,3237,10328,,,
2020-04-08,,,1.38770264926849,,7019,30217,21253,7632,482,3139,2022,562,82048,3881,,3237,10869,,,
2020-04-09,,,1.37149070778964,,6937,30608,23205,8044,369,2990,2032,424,86334,4286,,4166,12210,,,
2020-04-10,,,1.35923289837881,,6875,31108,24931,8598,431,3161,1967,578,90676,4342,,4599,13197,,,
2020-04-11,,,1.33491498616054,,6752,31159,26390,8943,255,2044,1527,353,93790,3114,,4889,13832,,,
2020-04-12,,,1.32740213523132,,6714,31665,27185,9253,220,1688,825,315,95403,1613,,5140,14393,,,
2020-04-13,,,1.3226571767497,,6690,31952,27717,9588,227,1257,551,343,98076,2673,,5379,14967,,,
2020-04-14,,,1.30466587584025,,6599,32131,28804,10129,275,1965,1125,559,103573,5497,,5600,15729,,,
2020-04-15,,,1.2516805061289,,6331,31623,30952,10643,284,2415,2224,524,106206,2633,,6524,17167,,,
2020-04-16,,,1.213720838276,,6139,31172,32806,11053,270,2084,1925,435,108847,2641,,6860,17913,,,
2020-04-17,,,1.17081850533808,,5922,31061,34414,11470,242,2166,1720,428,109252,405,,7203,18673,,,
2020-04-18,,,1.13345195729537,,5733,30515,35977,11834,206,1565,1605,368,111821,2569,,7481,19315,,,
2020-04-19,,,1.11585606959272,,5644,30486,36572,12061,137,890,622,231,112606,785,,7649,19710,,,
2020-04-20,,,1.10399367338869,,5584,30462,37403,12505,208,1464,933,450,114657,2051,,7752,20257,,,
2020-04-21,,,1.05456702253855,,5334,29984,39175,12892,190,1885,1875,404,117324,2667,,7896,20788,,,
2020-04-22,,,1.01364175563464,,5127,29627,40651,13225,183,1619,1587,349,119151,1827,,8104,21329,,,
2020-04-23,,,0.98200869909055,,4967,29113,42082,13536,178,1410,1531,320,120804,1653,,8309,21845,,,
2020-04-24,,,0.946026097271649,,4785,28554,43486,13841,155,1346,1464,312,122577,1773,,8393,22234,,,
2020-04-25,,,0.917556346381969,,4641,28119,44587,14039,124,999,1166,207,124114,1537,,8564,22603,,,
2020-04-26,,,0.909054962435745,,4598,28114,44896,14191,79,481,318,152,124575,461,,8654,22845,,,
2020-04-27,,,0.894820086990906,,4526,27954,45506,14486,125,964,736,300,125770,1195,,8796,23282,,,
2020-04-28,,,0.851522340846184,,4392,27607,46322,14676,153,1321,1491,328,127290,1520,,8850,23526,,,
2020-04-29,,,0.816132858837485,,4128,26736,48221,15041,110,1070,1430,251,128442,1152,,9034,24075,,,
2020-04-30,,,0.780347963621985,,3947,26192,49469,15231,121,1048,1327,207,129581,1139,,9132,24363,,,
2020-05-01,,,0.755041518386714,,3819,25809,50204,15350,73,668,862,138,130185,604,,9225,24575,,,
2020-05-02,,,0.745353894820087,,3770,25751,50554,15468,64,453,381,120,130979,794,,9273,24741,,,
2020-05-03,,,0.743772241992883,,3762,25739,50776,15564,80,345,245,101,131287,308,,9312,24876,,,
2020-05-04,,,0.719454329774614,,3639,25472,51363,15807,84,689,619,245,131863,576,,9375,25182,,,
2020-05-05,,,0.667259786476868,,3375,24701,52728,16041,111,987,1435,244,132967,1104,,9471,25512,,,
2020-05-06,,,0.611901937524713,,3095,23912,53963,16218,69,833,1298,181,137150,4183,,9572,25790,,,
2020-05-07,,,0.575523922499012,,2911,23139,55018,16367,99,728,1291,159,137779,629,,9601,25968,,,
2020-05-08,,,0.557532621589561,,2820,22657,55773,16478,89,510,817,118,138421,642,,9733,26211,,,
2020-05-09,,,0.54646105179913,,2764,22547,56029,16554,38,265,274,77,138854,433,,9737,26291,,,
2020-05-10,,,0.53934361407671,,2728,22502,56208,16623,38,253,212,70,139063,209,,9738,26361,,,
2020-05-11,,,0.527085804665876,,2666,22219,56715,16801,82,523,560,184,139519,456,,9823,26624,,,
2020-05-12,,,0.493475682087782,,2496,21530,57776,16984,92,670,1118,194,140227,708,,9988,26972,,,
2020-05-13,,,0.47153024911032,,2385,21009,58664,17082,69,543,943,105,140734,507,904,9973,27055,,,
2020-05-14,,,0.446026097271649,,2256,20401,59596,17205,52,542,970,126,141356,622,1014,10201,27406,,,
2020-05-15,,,0.427441676551997,,2162,19801,60439,17323,64,438,892,120,141919,563,1046,10187,27510,,,
2020-05-16,,,0.413404507710558,,2091,19372,61057,17393,46,350,652,78,142291,372,293,10213,27606,,,
2020-05-17,,,0.404705417160933,,2047,19302,61204,17447,24,152,159,54,142411,120,140,10642,28089,,,
2020-05-18,,,0.387109529458284,,1958,18956,61719,17570,38,375,548,123,142903,492,1124,10650,28220,,,
2020-05-19,2.16791531957225,8.31259839921019,0.366548042704626,,1854,18409,62554,17695,69,506,882,140,143427,524,1058,10308,28003,5579,,
2020-05-20,2.11755845805123,8.54652525862514,0.346777382364571,,1754,17882,63345,17793,43,432,823,102,143845,418,1061,10320,28113,5736,,
2020-05-21,2.06657758280177,7.32772162167337,0.337682878608145,,1708,17527,63849,17851,28,271,530,58,144163,318,196,10345,28196,4918,,
2020-05-22,1.95283760022945,6.99992602249319,0.328983788058521,,1664,17327,64200,17925,36,263,373,75,144556,393,826,10345,28270,4698,,
2020-05-23,1.92304526748971,6.96267652258635,0.321866350336101,,1628,17122,64538,17968,30,233,361,47,144806,250,268,10345,28313,4673,,
2020-05-24,1.92043163517958,6.96863644257144,0.319889284302096,,1618,17129,64608,18003,24,121,80,36,144921,115,144,10345,28348,4677,,
2020-05-25,1.7518278156576,6.35476468410673,0.31079478054567,,1572,16742,65190,18093,45,342,609,93,145279,358,712,10320,28413,4265,,
2020-05-26,1.63067719138872,5.93757028515014,0.300316330565441,,1519,16209,65870,18175,37,318,718,92,145555,276,778,10335,28510,3985,,
2020-05-27,1.53883064023941,5.44736686637614,0.290035587188612,,1467,15627,66575,18240,32,271,736,67,145746,191,732,10336,28576,3656,,
2020-05-28,1.50894002845808,6.11487790470669,0.275800711743772,,1395,15155,67182,18306,36,253,621,69,149071,3325,644,10336,28642,4104,,
2020-05-29,1.43034802921216,5.77516246555632,0.262554369315935,,1328,14643,67794,18367,29,255,656,63,149668,597,598,10327,28694,3876,,
2020-05-30,1.46093646761713,5.93012038516877,0.255634638196916,,1293,14329,68259,18424,29,227,486,57,151496,1828,372,10327,28751,3980,,
2020-05-31,1.46966979908913,5.99567950500481,0.254448398576512,,1287,14271,68346,18455,18,72,93,35,151753,257,188,10327,28782,4024,,
2020-06-01,1.50129986398774,5.19705022700218,0.251087386318703,0.840213504672127,1270,14237,68431,18486,9,89,95,31,152091,338,176,10327,28813,3488,,
2020-06-02,1.52042563116366,5.14788088712515,0.241399762752076,0.833949959230254,1221,13978,68803,18570,33,229,402,85,151325,-766,745,10350,28920,3455,,
2020-06-03,1.50772927370983,5.06742196732638,0.233096085409253,0.833638625585157,1179,13465,69446,18651,26,250,668,85,151677,352,678,10350,29001,3401,,
2020-06-04,1.52227928522967,5.04805222737482,0.224001581652827,0.838701489664672,1133,13054,69967,18695,23,195,544,46,152444,767,631,10350,29045,3388,,
2020-06-05,1.52686342397758,5.00037286749407,0.21055753262159,0.847577973308249,1065,12650,70494,18741,19,213,548,47,153055,611,566,10350,29091,3356,,
2020-06-06,1.49628210391862,4.88713438777728,0.20363780150257,0.858724057153085,1030,12433,70796,18772,15,143,309,35,153634,579,296,10350,29122,3280,,
2020-06-07,1.47999486812925,4.8126353879636,0.202451561882167,0.870942628970472,1024,12415,70832,18785,4,37,39,13,153977,343,138,10350,29135,3230,,
2020-06-08,1.43107961690248,5.39223760651401,0.196718070383551,0.883017393804613,995,12269,71052,18839,23,145,245,55,154188,211,565,10350,29189,3619,,
2020-06-09,1.39408996344099,5.14192096714006,0.183076314748913,0.892516073502523,926,11915,71496,18892,15,169,463,53,154591,403,577,10384,29276,3451,,
2020-06-10,1.37218732411147,4.97653318755369,0.1787267694741,0.897236561291035,904,11632,71822,18915,23,130,337,34,155136,545,567,10384,29299,3340,,
2020-06-11,1.38584731993335,4.96908328757232,0.172993277975484,0.89625527071765,875,11420,72139,18942,26,143,322,28,155561,425,626,10384,29326,3335,,
2020-06-12,1.41884412840036,5.04209230738973,0.168248319493871,0.891201302857408,851,11079,72562,18970,18,136,440,33,156287,726,615,10384,29354,3384,,
2020-06-13,1.38857961539916,4.92438388768412,0.166666666666667,0.884449219728246,843,10864,72798,18994,14,68,247,24,156813,526,217,10384,29378,3305,,
2020-06-14,1.39226892174023,4.91842396769902,0.166271253459866,0.877964867555327,841,10836,72849,19003,6,33,51,9,157220,407,134,10384,29387,3301,,
2020-06-15,1.37524641424784,4.82306524793751,0.161724001581653,0.872039783389508,818,10707,73034,19032,12,114,198,30,157372,152,501,10384,29416,3237,,
2020-06-16,1.37870743512655,4.81710532795242,0.156583629893238,0.866690565280622,792,10490,73325,19070,14,143,317,42,157716,344,573,10457,29527,3233,,
2020-06-17,1.45798624460678,5.08530172728166,0.147093712930012,0.862473492117038,744,10222,73657,19098,14,116,345,30,158174,458,747,10457,29555,3413,,
2020-06-18,1.44243950921927,5.01676264745308,0.143139580862001,0.860997129270987,724,10080,73877,19126,15,136,236,29,158641,467,580,10457,29583,3367,,
2020-06-19,1.46951146831951,5.14341094713633,0.138196915776987,0.863185479699385,699,9925,74107,19140,10,116,246,14,159452,811,700,10457,29597,3452,,
2020-06-20,1.51021404873777,5.34455824663326,0.13582443653618,0.868652602315955,687,9792,74302,19156,7,90,206,19,160093,641,352,10457,29613,3587,,
2020-06-21,1.50253653110411,5.31326866671152,0.13582443653618,0.875981138549962,687,9778,74362,19163,5,48,60,7,160377,284,113,10457,29620,3566,,
2020-06-22,1.51725165192998,5.46375664633514,0.133056544088573,0.884091477026223,673,9648,74602,19186,16,142,242,23,160750,373,602,10457,29643,3667,,
2020-06-23,1.51984910792345,5.59487488600722,0.129300118623962,0.89269342448575,654,9446,74861,19212,15,117,286,26,161267,517,661,10488,29700,3755,,
2020-06-24,1.45748923715489,5.4831263862867,0.124555160142349,0.902181450525499,630,9254,75117,19223,8,97,272,13,161348,81,672,10488,29711,3680,,
2020-06-25,1.41955464027731,5.3818077465401,0.123171213918545,0.913035032423764,623,9096,75341,19244,15,124,239,21,161348,0,512,10488,29732,3612,,
2020-06-26,1.34428476810991,5.201520166991,0.119810201660735,0.925611093725889,606,8841,75639,19270,15,87,309,26,162936,1588,579,10488,29758,3491,,
2020-06-27,1.32400414179559,5.18215042703944,0.117437722419929,0.940018857096881,594,8715,75803,19285,9,55,167,15,162936,0,339,10488,29773,3478,,
2020-06-28,1.35379983129513,5.33263840666307,0.117437722419929,0.955871576151321,594,8727,75833,19287,4,44,30,2,162936,0,214,10488,29775,3579,,
2020-06-29,1.3172555793148,5.44289692638731,0.116844602609727,0.972786463522759,591,8643,75989,19305,15,102,161,18,164260,1324,676,10488,29793,3653,,
2020-06-30,1.29049477632117,5.54719552612646,0.113483590351918,0.990532178104577,574,8491,76264,19326,8,152,282,21,164801,541,731,10497,29823,3723,,
2020-07-01,1.22851514979819,5.49206626626434,0.109529458283907,1.00873573828369,554,8291,76539,19344,17,106,278,19,165719,918,635,10497,29841,3686,,
2020-07-02,1.19520647937745,5.61126466596623,0.107750098853302,1.02631751976308,545,8103,76792,19358,12,93,254,16,166378,659,592,10497,29855,3766,,
2020-07-03,1.19891439763385,5.86456126533273,0.105377619612495,1.04170923074981,533,7946,77049,19376,12,125,267,18,166960,582,749,10497,29873,3936,,
2020-07-04,1.18651042777456,5.88542098528056,0.102214313958086,1.05423908079023,517,7863,77160,19388,4,47,118,13,167711,751,353,10497,29885,3950,,
2020-07-05,1.15217815393388,5.7200332056942,0.103005140371688,1.0648358744118,521,7863,77179,19390,5,21,20,2,168159,448,103,10497,29887,3839,,
2020-07-06,1.13644090595981,5.72748310567556,0.103005140371688,1.07553841441186,521,7806,77308,19403,10,98,130,13,168335,176,681,10497,29900,3844,,
2020-07-07,1.06825527967416,5.49057628626807,0.101028074337683,1.08764860955458,511,7550,77644,19437,21,127,337,35,168810,475,572,10476,29913,3685,,
2020-07-08,1.06438780689045,5.59338490601094,0.0994464215104784,1.10141134912962,503,7254,77985,19469,18,83,345,34,169473,663,704,10476,29945,3754,,
2020-07-09,1.0557559157796,5.76622258557868,0.096085409252669,1.11616378214824,486,7134,78159,19483,8,79,180,15,170094,621,708,10476,29959,3870,,
2020-07-10,1.04826997235013,5.92565044517995,0.0931198102016607,1.13078914498206,471,7020,78377,19508,9,136,221,25,170752,658,856,10476,29984,3977,,
2020-07-11,1.03903295233717,5.92714042517622,0.0929221035982602,1.1449873142511,470,6995,78454,19514,7,57,83,6,171504,752,354,10476,29990,3978,,
2020-07-12,1.04272508574011,5.94800014512405,0.0935152234084618,1.15951996840768,473,6991,78486,19515,5,26,32,1,172089,585,117,10476,29991,3992,,
2020-07-13,1.0591196494367,6.24450616438249,0.0923289837880585,1.17577311437105,467,6941,78586,19533,10,68,100,18,172377,288,880,10476,30009,4191,,
2020-07-14,1.11032281986377,5.66639392582835,0.0919335705812574,1.19460204982817,465,6907,78670,19539,7,61,84,6,172888,511,184,10476,30015,3803,,
2020-07-15,1.10749532014673,5.89734082525075,0.090351917754053,1.21606403168833,457,6873,78809,19559,16,133,140,20,173304,416,859,10541,30100,3958,,
2020-07-16,1.13367922884071,6.29963542424461,0.0901542111506524,1.23996333006084,456,6754,79025,19577,23,119,218,18,173838,534,978,10541,30118,4228,,
2020-07-17,1.1117405648165,6.46204324383843,0.0893633847370502,1.26713688789619,452,6646,79233,19591,17,119,213,14,174674,836,965,10541,30132,4337,,
2020-07-18,1.11229172789546,6.59763142349932,0.0889679715302491,1.29779141051381,450,6614,79322,19599,6,68,90,8,175639,965,445,10541,30140,4428,,
2020-07-19,1.12139897198868,6.70937992321984,0.088572558323448,1.33057538221677,448,6583,79384,19600,4,36,65,1,176404,765,192,10541,30141,4503,,
2020-07-20,1.12677146124849,6.94330678263479,0.0873863187030447,1.3616800678885,442,6547,79530,19616,18,137,148,16,176754,350,1037,10541,30157,4660,,
2020-07-21,1.13936595183849,8.30812845922137,0.085013839462238,1.38716956023957,430,6440,79723,19629,12,109,196,13,177338,584,1100,10516,30145,5576,,
2020-07-22,1.18242599049001,8.77747215804754,0.0830367734282325,1.40446384503243,420,6324,79946,19636,17,132,225,7,178336,998,1174,10516,30152,5891,,
2020-07-23,1.20814752704191,9.03821865739542,0.0812574139976275,1.41382173103089,411,5915,80461,19646,13,123,519,14,179398,1062,1153,10516,30162,6066,,
2020-07-24,1.26485144588442,9.50458239622904,0.0761170423092131,1.41679721318285,385,5678,80804,19656,16,126,345,13,180528,1130,1278,10516,30172,6379,,
2020-07-25,1.2933456077305,9.77575875555083,0.0727560300514037,1.41505500100916,368,5634,80915,19664,8,86,116,8,181636,1108,627,10516,30180,6561,,
2020-07-26,1.3008560586003,9.88303731528252,0.0725583234480032,1.40940274235409,367,5640,80947,19665,1,36,34,1,182565,929,264,10516,30181,6633,,
2020-07-27,1.35304738842027,10.4730693938069,0.073942269671807,1.40091722591043,374,5614,81071,19673,25,118,127,9,183079,514,1433,10516,30189,7029,,
2020-07-28,1.36651102532323,10.8753639928007,0.0713720838275998,1.39115465554122,361,5510,81300,19688,22,172,236,15,183804,725,1370,10515,30203,7299,,
2020-07-29,1.3753493546549,11.3283179116679,0.0703835508105971,1.38175963422722,356,5409,81489,19703,14,118,191,15,185196,1392,1478,10515,30218,7603,,
2020-07-30,1.40368539767286,11.9243099101773,0.0705812574139976,1.37368720147939,357,5334,81656,19719,14,116,174,16,186573,1377,1553,10515,30234,8003,,
2020-07-31,1.43217259366577,12.4607027088358,0.0686041913799921,1.36717048665881,347,5257,81870,19730,16,152,216,11,187919,1346,1638,10515,30245,8363,,
2020-08-01,1.44992571892858,12.7095293682135,0.0680110715697904,1.36204121007338,344,5177,82016,19736,11,77,149,6,189547,1628,794,10515,30251,8530,,
2020-08-02,1.44400659264635,12.6886696482656,0.068208778173191,1.35830015395807,345,5188,82029,19737,3,25,13,1,190739,1192,250,10515,30252,8516,,
2020-08-03,1.52054810532626,13.567757846067,0.0711743772241993,1.35620352856999,360,5157,82155,19759,29,142,142,22,191295,556,2023,10515,30274,9106,,
2020-08-04,1.62206676260429,14.5273049636672,0.0719652036378015,1.35607176820871,364,5121,82307,19770,21,139,156,11,192334,1039,2014,10506,30276,9750,,
2020-08-05,1.70698032728934,15.2529252218524,0.0711743772241993,1.35771688539088,360,5107,82449,19779,15,137,144,9,194029,1695,1965,10506,30285,10237,,
2020-08-06,1.79573122791337,16.1647929795719,0.0723606168446026,1.36002683311925,366,5019,82659,19786,21,141,211,7,195633,1604,2165,10506,30292,10849,,
2020-08-07,1.89978368799592,17.1556296770938,0.0709766706207987,1.36157198340216,359,4970,82825,19798,20,136,168,12,197921,2288,2303,10506,30304,11514,,
2020-08-08,1.92751162473434,17.4729954163,0.0723606168446026,1.36243851812305,366,4981,82881,19800,12,73,59,2,200105,2184,1007,10506,30306,11727,,
2020-08-09,1.95699825136074,17.7590715755846,0.0727560300514037,1.36449468390474,368,4992,82886,19800,4,14,5,0,201990,1885,442,10506,30306,11919,,
2020-08-10,2.0831323035155,18.9778752125363,0.0735468564650059,1.37024798682606,372,5004,83036,19814,28,180,151,14,202775,785,2841,10506,30320,12737,,
2020-08-11,2.19768340780147,19.9925515899986,0.0725583234480032,1.38029688374662,367,4971,83226,19829,21,191,194,15,204172,1397,2695,10505,30334,13418,,
2020-08-12,2.33390315985342,21.3797229665293,0.0701858442071965,1.39342686059376,355,4850,83461,19846,17,143,241,18,206696,2524,2896,10505,30351,14349,,
2020-08-13,2.51205970692637,23.4403653013756,0.0693950177935943,1.40774979287505,351,4824,83651,19863,25,201,203,17,209365,2669,3548,10505,30368,15732,,
2020-08-14,2.67377697058428,25.7960236754841,0.0680110715697904,1.42265005721269,344,4788,83836,19881,20,173,191,19,212211,2846,3884,10505,30386,17313,,
2020-08-15,2.72971417609822,25.4428984163673,0.0697904310003954,1.43789779841317,353,4817,83880,19884,15,87,49,4,215521,3310,770,10505,30389,17076,,
2020-08-16,2.74846972288419,25.8109234754469,0.0697904310003954,1.45322143945756,353,4820,83909,19885,2,33,29,1,218536,3015,689,10505,30390,17323,,
2020-08-17,2.92768657679643,29.0650397873083,0.0713720838275998,1.46808424408428,361,4885,84053,19904,34,234,148,19,219029,493,5025,10505,30409,19507,,
2020-08-18,3.06118390399673,32.1090689196952,0.0705812574139976,1.48098766585724,357,4783,84297,19920,28,185,255,17,221267,2238,4738,10511,30431,21550,,
2020-08-19,3.18745788403993,35.0279397323951,0.0715697904310004,1.48968669417609,362,4781,84440,19937,31,162,161,17,225043,3776,4855,10511,30448,23509,,
2020-08-20,3.25775176191156,37.3984979064664,0.0727560300514037,1.49215800919425,368,4723,84615,19949,28,149,187,12,229814,4771,5139,10511,30460,25100,,
2020-08-21,3.2803351654917,39.2684228017897,0.0725583234480032,1.48862133057085,367,4720,84802,19972,37,210,189,23,234400,4586,5139,10511,30483,26355,,
2020-08-22,3.291670856575,41.4572034163155,0.0727560300514037,1.48133130351703,368,4685,84923,19980,10,114,139,12,238002,3602,2239,10511,30491,27824,,
2020-08-23,3.32346084898642,41.9325070351268,0.0733491498616054,1.47294249243164,371,4683,84946,19981,6,29,24,1,242899,4897,1008,10511,30492,28143,,
2020-08-24,3.43004548479131,44.8543578078192,0.0765124555160142,1.46366213879464,387,4664,85172,19996,43,233,232,15,244854,1955,6986,10511,30507,30104,,
2020-08-25,3.53933913120011,47.9341464601167,0.079280347963622,1.45273489330397,401,4578,85494,20016,49,265,334,22,248158,3304,6805,10506,30522,32171,,
2020-08-26,3.59772447815588,50.6578298933048,0.0737445630684065,1.43981351903036,373,4535,85731,20034,21,215,242,19,253587,5429,6683,10506,30540,33999,,
2020-08-27,3.67443646113904,54.0475343848271,0.0741399762752076,1.42645510842004,375,4517,85954,20046,32,225,225,15,259698,6111,7414,10506,30552,36274,,
2020-08-28,3.78226945925481,57.7531146355595,0.0753262158956109,1.41397790045198,381,4517,86147,20065,32,241,204,19,267077,7379,7626,10507,30572,38761,,
2020-08-29,3.80005688938091,58.9197689726417,0.0778964017398181,1.40256192735716,394,4512,86268,20071,28,135,127,6,272530,5453,3022,10507,30578,39544,,
2020-08-30,3.81458218872577,59.3801727914902,0.0782918149466192,1.39090439802108,396,4517,86280,20075,5,23,13,4,277943,5413,1317,10507,30582,39853,,
2020-08-31,3.94225337300498,63.1140626621517,0.0796757611704231,1.37835338224158,403,4564,86439,20104,45,254,163,29,281025,3082,9492,10507,30611,42359,,
2020-09-01,4.06881730674103,66.1804414944827,0.0826413602214314,1.3654222759824,418,4586,86682,20123,54,300,252,19,286007,4982,8863,10514,30637,44417,,
2020-09-02,4.23578826216229,69.7504335655542,0.0869909054962436,1.35346415858117,440,4614,86933,20148,57,317,258,26,293024,7017,9079,10514,30662,46813,,
2020-09-03,4.41451478672126,73.2652963767635,0.0905496243574535,1.34301252078652,458,4625,87176,20168,55,307,252,21,300181,7157,9773,10514,30682,49172,,
2020-09-04,4.5662944318637,76.9440569875629,0.0923289837880585,1.33356118361379,467,4653,87417,20186,46,292,247,19,309156,8975,10095,10476,30662,51641,,
2020-09-05,4.62179270066844,78.4817163437172,0.0941083432186635,1.32409619145097,476,4667,87549,20198,23,168,137,12,317706,8550,4054,10476,30674,52673,,
2020-09-06,4.63333771872122,78.7111732631434,0.0948991696322657,1.31415794535133,480,4697,87578,20201,8,66,29,3,324777,7071,1471,10476,30677,52827,,
